"campuskey","sitekey","latitude","longitude","month","total_generation_kwh"
1,15,"-37.71828652","145.0509752","2021-01-01 00:00:00","11929.5546875"
1,24,"-37.71828652","145.0509752","2021-01-01 00:00:00","10672"
3,12,"-36.77885832","144.3012321","2021-01-01 00:00:00","10532.59375"
1,33,"-37.71828652","145.0509752","2021-01-01 00:00:00","10501.7578125"
1,20,"-37.71828652","145.0509752","2021-01-01 00:00:00","9718.609375"
1,40,"-37.71828652","145.0509752","2021-01-01 00:00:00","9199.7265625"
2,3,"-36.11120917","146.8486788","2021-01-01 00:00:00","9124.375"
1,31,"-37.71828652","145.0509752","2021-01-01 00:00:00","9007.21875"
1,22,"-37.71828652","145.0509752","2021-01-01 00:00:00","8743.34375"
1,14,"-37.71828652","145.0509752","2021-01-01 00:00:00","8303.37890625"
3,7,"-36.77885832","144.3012321","2021-01-01 00:00:00","6963.78125"
1,23,"-37.71828652","145.0509752","2021-01-01 00:00:00","6892.876953125"
1,38,"-37.71828652","145.0509752","2021-01-01 00:00:00","6489.1875"
3,13,"-36.77885832","144.3012321","2021-01-01 00:00:00","6472.625"
3,10,"-36.77885832","144.3012321","2021-01-01 00:00:00","6433.1875"
1,36,"-37.71828652","145.0509752","2021-01-01 00:00:00","5945.8046875"
1,37,"-37.71828652","145.0509752","2021-01-01 00:00:00","5906.4296875"
1,17,"-37.71828652","145.0509752","2021-01-01 00:00:00","5571.419921875"
1,26,"-37.71828652","145.0509752","2021-01-01 00:00:00","4664.345703125"
1,21,"-37.71828652","145.0509752","2021-01-01 00:00:00","4663.861328125"
1,30,"-37.71828652","145.0509752","2021-01-01 00:00:00","4486.33984375"
5,42,"-36.38031889","145.4062897","2021-01-01 00:00:00","4380.921875"
1,32,"-37.71828652","145.0509752","2021-01-01 00:00:00","4000.025390625"
1,39,"-37.71828652","145.0509752","2021-01-01 00:00:00","3858.349609375"
1,35,"-37.71828652","145.0509752","2021-01-01 00:00:00","3570.47265625"
1,34,"-37.71828652","145.0509752","2021-01-01 00:00:00","2295.91796875"
1,28,"-37.71828652","145.0509752","2021-01-01 00:00:00","1890.51953125"
1,16,"-37.71828652","145.0509752","2021-01-01 00:00:00","1827.103515625"
1,29,"-37.71828652","145.0509752","2021-01-01 00:00:00","1804.88671875"
2,5,"-36.11120917","146.8486788","2021-01-01 00:00:00","1482.5703125"
3,9,"-36.77885832","144.3012321","2021-01-01 00:00:00","1481.328125"
2,4,"-36.11120917","146.8486788","2021-01-01 00:00:00","1427.41015625"
1,27,"-37.71828652","145.0509752","2021-02-01 00:00:00","54958.5"
3,11,"-36.77885832","144.3012321","2021-02-01 00:00:00","53259.328125"
1,25,"-37.71828652","145.0509752","2021-02-01 00:00:00","42976.21875"
1,19,"-37.71828652","145.0509752","2021-02-01 00:00:00","23165.75"
1,18,"-37.71828652","145.0509752","2021-02-01 00:00:00","19179.546875"
3,6,"-36.77885832","144.3012321","2021-02-01 00:00:00","17111.8232421875"
2,1,"-36.11120917","146.8486788","2021-02-01 00:00:00","14393.3125"
3,8,"-36.77885832","144.3012321","2021-02-01 00:00:00","13638.8701171875"
4,41,"-34.20528877","142.166556","2021-02-01 00:00:00","12750.8125"
2,2,"-36.11120917","146.8486788","2021-02-01 00:00:00","12016.15625"
1,15,"-37.71828652","145.0509752","2021-02-01 00:00:00","10717.5703125"
1,24,"-37.71828652","145.0509752","2021-02-01 00:00:00","9491.734375"
1,33,"-37.71828652","145.0509752","2021-02-01 00:00:00","9309.7421875"
1,20,"-37.71828652","145.0509752","2021-02-01 00:00:00","8566.984375"
3,12,"-36.77885832","144.3012321","2021-02-01 00:00:00","8507.34375"
1,40,"-37.71828652","145.0509752","2021-02-01 00:00:00","8323.375"
1,31,"-37.71828652","145.0509752","2021-02-01 00:00:00","8062.9296875"
1,22,"-37.71828652","145.0509752","2021-02-01 00:00:00","8051.3828125"
2,3,"-36.11120917","146.8486788","2021-02-01 00:00:00","8010.5625"
1,14,"-37.71828652","145.0509752","2021-02-01 00:00:00","7622.79296875"
3,13,"-36.77885832","144.3012321","2021-02-01 00:00:00","7031.6875"
1,23,"-37.71828652","145.0509752","2021-02-01 00:00:00","6372.7890625"
1,38,"-37.71828652","145.0509752","2021-02-01 00:00:00","5996.60546875"
3,7,"-36.77885832","144.3012321","2021-02-01 00:00:00","5662.40625"
3,10,"-36.77885832","144.3012321","2021-02-01 00:00:00","5447.09375"
1,36,"-37.71828652","145.0509752","2021-02-01 00:00:00","5426.71484375"
1,37,"-37.71828652","145.0509752","2021-02-01 00:00:00","5313.30078125"
1,17,"-37.71828652","145.0509752","2021-02-01 00:00:00","4902.5390625"
1,21,"-37.71828652","145.0509752","2021-02-01 00:00:00","4334.2265625"
1,26,"-37.71828652","145.0509752","2021-02-01 00:00:00","4318.32421875"
1,30,"-37.71828652","145.0509752","2021-02-01 00:00:00","4182.59375"
5,42,"-36.38031889","145.4062897","2021-02-01 00:00:00","3664.984375"
1,32,"-37.71828652","145.0509752","2021-02-01 00:00:00","3574.076171875"
1,39,"-37.71828652","145.0509752","2021-02-01 00:00:00","3538.2265625"
1,35,"-37.71828652","145.0509752","2021-02-01 00:00:00","3143.328125"
1,34,"-37.71828652","145.0509752","2021-02-01 00:00:00","2083.9765625"
1,28,"-37.71828652","145.0509752","2021-02-01 00:00:00","1771.7412109375"
1,16,"-37.71828652","145.0509752","2021-02-01 00:00:00","1716.1904296875"
1,29,"-37.71828652","145.0509752","2021-02-01 00:00:00","1673.306640625"
3,9,"-36.77885832","144.3012321","2021-02-01 00:00:00","1297.8125"
2,5,"-36.11120917","146.8486788","2021-02-01 00:00:00","1222.04296875"
2,4,"-36.11120917","146.8486788","2021-02-01 00:00:00","1185.984375"
3,11,"-36.77885832","144.3012321","2021-03-01 00:00:00","58845.40625"
1,25,"-37.71828652","145.0509752","2021-03-01 00:00:00","39712.78125"
1,27,"-37.71828652","145.0509752","2021-03-01 00:00:00","35261"
1,19,"-37.71828652","145.0509752","2021-03-01 00:00:00","20703.40625"
1,18,"-37.71828652","145.0509752","2021-03-01 00:00:00","17743.625"
3,6,"-36.77885832","144.3012321","2021-03-01 00:00:00","17135.505859375"
3,8,"-36.77885832","144.3012321","2021-03-01 00:00:00","16050.587890625"
2,1,"-36.11120917","146.8486788","2021-03-01 00:00:00","13193.375"
4,41,"-34.20528877","142.166556","2021-03-01 00:00:00","12756.3125"
2,2,"-36.11120917","146.8486788","2021-03-01 00:00:00","11648.125"
1,15,"-37.71828652","145.0509752","2021-03-01 00:00:00","9305.375"
1,24,"-37.71828652","145.0509752","2021-03-01 00:00:00","8839.8515625"
1,33,"-37.71828652","145.0509752","2021-03-01 00:00:00","8770.7734375"
3,12,"-36.77885832","144.3012321","2021-03-01 00:00:00","8213.34375"
3,13,"-36.77885832","144.3012321","2021-03-01 00:00:00","8125.75"
1,20,"-37.71828652","145.0509752","2021-03-01 00:00:00","8093.328125"
1,31,"-37.71828652","145.0509752","2021-03-01 00:00:00","7614.3359375"
2,3,"-36.11120917","146.8486788","2021-03-01 00:00:00","7509.65625"
1,40,"-37.71828652","145.0509752","2021-03-01 00:00:00","7501"
1,22,"-37.71828652","145.0509752","2021-03-01 00:00:00","7124.0546875"
1,14,"-37.71828652","145.0509752","2021-03-01 00:00:00","6986.0234375"
3,7,"-36.77885832","144.3012321","2021-03-01 00:00:00","6651.71875"
1,23,"-37.71828652","145.0509752","2021-03-01 00:00:00","5788.8125"
1,38,"-37.71828652","145.0509752","2021-03-01 00:00:00","5661.46875"
3,10,"-36.77885832","144.3012321","2021-03-01 00:00:00","5437.96875"
1,36,"-37.71828652","145.0509752","2021-03-01 00:00:00","4948.26953125"
1,37,"-37.71828652","145.0509752","2021-03-01 00:00:00","4941.16015625"
1,17,"-37.71828652","145.0509752","2021-03-01 00:00:00","4496"
1,26,"-37.71828652","145.0509752","2021-03-01 00:00:00","3914.69921875"
1,30,"-37.71828652","145.0509752","2021-03-01 00:00:00","3905.287109375"
1,21,"-37.71828652","145.0509752","2021-03-01 00:00:00","3864.078125"
5,42,"-36.38031889","145.4062897","2021-03-01 00:00:00","3740.71875"
1,32,"-37.71828652","145.0509752","2021-03-01 00:00:00","3314.64453125"
1,39,"-37.71828652","145.0509752","2021-03-01 00:00:00","3270.990234375"
1,34,"-37.71828652","145.0509752","2021-03-01 00:00:00","2070.96875"
1,16,"-37.71828652","145.0509752","2021-03-01 00:00:00","1635.1005859375"
2,4,"-36.11120917","146.8486788","2021-03-01 00:00:00","1081.10546875"
3,9,"-36.77885832","144.3012321","2021-03-01 00:00:00","1078.703125"
2,5,"-36.11120917","146.8486788","2021-03-01 00:00:00","1007.32421875"
1,29,"-37.71828652","145.0509752","2021-03-01 00:00:00","890.5791015625"
1,28,"-37.71828652","145.0509752","2021-03-01 00:00:00","840.6298828125"
1,35,"-37.71828652","145.0509752","2021-03-01 00:00:00","279.578125"
3,11,"-36.77885832","144.3012321","2021-04-01 00:00:00","45786.359375"
1,25,"-37.71828652","145.0509752","2021-04-01 00:00:00","32578.40625"
1,19,"-37.71828652","145.0509752","2021-04-01 00:00:00","16353.703125"
1,18,"-37.71828652","145.0509752","2021-04-01 00:00:00","14238.875"
3,8,"-36.77885832","144.3012321","2021-04-01 00:00:00","12307.94921875"
3,6,"-36.77885832","144.3012321","2021-04-01 00:00:00","11961.11328125"
2,1,"-36.11120917","146.8486788","2021-04-01 00:00:00","10994.21875"
2,2,"-36.11120917","146.8486788","2021-04-01 00:00:00","9803.75"
4,41,"-34.20528877","142.166556","2021-04-01 00:00:00","9611.8125"
1,24,"-37.71828652","145.0509752","2021-04-01 00:00:00","7452.2109375"
1,15,"-37.71828652","145.0509752","2021-04-01 00:00:00","7248.09375"
3,13,"-36.77885832","144.3012321","2021-04-01 00:00:00","6993"
1,33,"-37.71828652","145.0509752","2021-04-01 00:00:00","6885.875"
2,3,"-36.11120917","146.8486788","2021-04-01 00:00:00","6638.90625"
1,20,"-37.71828652","145.0509752","2021-04-01 00:00:00","6515.640625"
1,31,"-37.71828652","145.0509752","2021-04-01 00:00:00","6154.6640625"
3,12,"-36.77885832","144.3012321","2021-04-01 00:00:00","6001.59375"
3,7,"-36.77885832","144.3012321","2021-04-01 00:00:00","5979.78125"
1,40,"-37.71828652","145.0509752","2021-04-01 00:00:00","5757.5234375"
1,14,"-37.71828652","145.0509752","2021-04-01 00:00:00","5485.5"
1,22,"-37.71828652","145.0509752","2021-04-01 00:00:00","5376.71875"
1,23,"-37.71828652","145.0509752","2021-04-01 00:00:00","4472.078125"
1,38,"-37.71828652","145.0509752","2021-04-01 00:00:00","4417.265625"
3,10,"-36.77885832","144.3012321","2021-04-01 00:00:00","4066.828125"
1,36,"-37.71828652","145.0509752","2021-04-01 00:00:00","3904.70703125"
1,37,"-37.71828652","145.0509752","2021-04-01 00:00:00","3784.265625"
1,17,"-37.71828652","145.0509752","2021-04-01 00:00:00","3600.51171875"
1,30,"-37.71828652","145.0509752","2021-04-01 00:00:00","3217.3125"
5,42,"-36.38031889","145.4062897","2021-04-01 00:00:00","3048.109375"
1,26,"-37.71828652","145.0509752","2021-04-01 00:00:00","3037.02734375"
1,21,"-37.71828652","145.0509752","2021-04-01 00:00:00","2991.65234375"
1,39,"-37.71828652","145.0509752","2021-04-01 00:00:00","2632.92578125"
1,32,"-37.71828652","145.0509752","2021-04-01 00:00:00","2530.9296875"
1,34,"-37.71828652","145.0509752","2021-04-01 00:00:00","1675.275390625"
1,27,"-37.71828652","145.0509752","2021-04-01 00:00:00","1582.25"
1,16,"-37.71828652","145.0509752","2021-04-01 00:00:00","1338.880859375"
1,29,"-37.71828652","145.0509752","2021-04-01 00:00:00","1053.119140625"
1,28,"-37.71828652","145.0509752","2021-04-01 00:00:00","1046.53515625"
2,4,"-36.11120917","146.8486788","2021-04-01 00:00:00","871.4140625"
2,5,"-36.11120917","146.8486788","2021-04-01 00:00:00","726.23046875"
1,35,"-37.71828652","145.0509752","2021-04-01 00:00:00","658.99609375"
3,9,"-36.77885832","144.3012321","2021-04-01 00:00:00","53.41015625"
3,11,"-36.77885832","144.3012321","2021-05-01 00:00:00","34694.46875"
1,25,"-37.71828652","145.0509752","2021-05-01 00:00:00","23453.59375"
1,27,"-37.71828652","145.0509752","2021-05-01 00:00:00","15880.9375"
1,19,"-37.71828652","145.0509752","2021-05-01 00:00:00","11336.6875"
1,18,"-37.71828652","145.0509752","2021-05-01 00:00:00","9820.546875"
3,8,"-36.77885832","144.3012321","2021-05-01 00:00:00","9227.98828125"
3,6,"-36.77885832","144.3012321","2021-05-01 00:00:00","8326.3203125"
2,1,"-36.11120917","146.8486788","2021-05-01 00:00:00","7614.4375"
4,41,"-34.20528877","142.166556","2021-05-01 00:00:00","6551.5625"
2,2,"-36.11120917","146.8486788","2021-05-01 00:00:00","5874.9375"
1,24,"-37.71828652","145.0509752","2021-05-01 00:00:00","5557.859375"
1,15,"-37.71828652","145.0509752","2021-05-01 00:00:00","5191.234375"
1,33,"-37.71828652","145.0509752","2021-05-01 00:00:00","5054.8359375"
1,20,"-37.71828652","145.0509752","2021-05-01 00:00:00","4553.765625"
2,3,"-36.11120917","146.8486788","2021-05-01 00:00:00","4549.59375"
1,31,"-37.71828652","145.0509752","2021-05-01 00:00:00","4538.5234375"
3,7,"-36.77885832","144.3012321","2021-05-01 00:00:00","4350"
3,12,"-36.77885832","144.3012321","2021-05-01 00:00:00","4199.875"
3,13,"-36.77885832","144.3012321","2021-05-01 00:00:00","4156.34375"
1,40,"-37.71828652","145.0509752","2021-05-01 00:00:00","3885.375"
1,14,"-37.71828652","145.0509752","2021-05-01 00:00:00","3711.9765625"
1,22,"-37.71828652","145.0509752","2021-05-01 00:00:00","3643.8359375"
1,23,"-37.71828652","145.0509752","2021-05-01 00:00:00","3195.5703125"
3,10,"-36.77885832","144.3012321","2021-05-01 00:00:00","3106.625"
1,38,"-37.71828652","145.0509752","2021-05-01 00:00:00","2950.296875"
1,37,"-37.71828652","145.0509752","2021-05-01 00:00:00","2717.6171875"
1,17,"-37.71828652","145.0509752","2021-05-01 00:00:00","2578.953125"
1,36,"-37.71828652","145.0509752","2021-05-01 00:00:00","2491.2578125"
1,30,"-37.71828652","145.0509752","2021-05-01 00:00:00","2478.9609375"
5,42,"-36.38031889","145.4062897","2021-05-01 00:00:00","2119.4375"
1,26,"-37.71828652","145.0509752","2021-05-01 00:00:00","2112.37890625"
1,21,"-37.71828652","145.0509752","2021-05-01 00:00:00","1928.671875"
1,39,"-37.71828652","145.0509752","2021-05-01 00:00:00","1922.8984375"
1,32,"-37.71828652","145.0509752","2021-05-01 00:00:00","1798.28125"
1,35,"-37.71828652","145.0509752","2021-05-01 00:00:00","1694.890625"
1,34,"-37.71828652","145.0509752","2021-05-01 00:00:00","1275.19140625"
1,16,"-37.71828652","145.0509752","2021-05-01 00:00:00","904.9482421875"
1,29,"-37.71828652","145.0509752","2021-05-01 00:00:00","725.5478515625"
1,28,"-37.71828652","145.0509752","2021-05-01 00:00:00","662.1337890625"
2,5,"-36.11120917","146.8486788","2021-05-01 00:00:00","635.60546875"
3,9,"-36.77885832","144.3012321","2021-05-01 00:00:00","634.4296875"
2,4,"-36.11120917","146.8486788","2021-05-01 00:00:00","592.5390625"
1,27,"-37.71828652","145.0509752","2021-06-01 00:00:00","22404.3125"
3,11,"-36.77885832","144.3012321","2021-06-01 00:00:00","22340.1875"
1,25,"-37.71828652","145.0509752","2021-06-01 00:00:00","16689.71875"
1,19,"-37.71828652","145.0509752","2021-06-01 00:00:00","8846.75"
1,18,"-37.71828652","145.0509752","2021-06-01 00:00:00","7553.71875"
3,8,"-36.77885832","144.3012321","2021-06-01 00:00:00","5851.421875"
3,6,"-36.77885832","144.3012321","2021-06-01 00:00:00","5535.59375"
2,1,"-36.11120917","146.8486788","2021-06-01 00:00:00","5154"
4,41,"-34.20528877","142.166556","2021-06-01 00:00:00","5129.8125"
1,24,"-37.71828652","145.0509752","2021-06-01 00:00:00","4425.5625"
1,33,"-37.71828652","145.0509752","2021-06-01 00:00:00","4106.265625"
1,15,"-37.71828652","145.0509752","2021-06-01 00:00:00","4026.015625"
2,2,"-36.11120917","146.8486788","2021-06-01 00:00:00","3837.09375"
1,31,"-37.71828652","145.0509752","2021-06-01 00:00:00","3662.9140625"
1,20,"-37.71828652","145.0509752","2021-06-01 00:00:00","3443.546875"
3,7,"-36.77885832","144.3012321","2021-06-01 00:00:00","3235"
1,40,"-37.71828652","145.0509752","2021-06-01 00:00:00","3016.7578125"
1,22,"-37.71828652","145.0509752","2021-06-01 00:00:00","2937.7421875"
2,3,"-36.11120917","146.8486788","2021-06-01 00:00:00","2924.9375"
1,14,"-37.71828652","145.0509752","2021-06-01 00:00:00","2859.8671875"
3,12,"-36.77885832","144.3012321","2021-06-01 00:00:00","2774.9375"
1,23,"-37.71828652","145.0509752","2021-06-01 00:00:00","2417.046875"
1,38,"-37.71828652","145.0509752","2021-06-01 00:00:00","2144.2109375"
1,37,"-37.71828652","145.0509752","2021-06-01 00:00:00","2057.984375"
3,10,"-36.77885832","144.3012321","2021-06-01 00:00:00","2004.375"
1,17,"-37.71828652","145.0509752","2021-06-01 00:00:00","1992.08203125"
3,13,"-36.77885832","144.3012321","2021-06-01 00:00:00","1969"
1,30,"-37.71828652","145.0509752","2021-06-01 00:00:00","1910.57421875"
1,36,"-37.71828652","145.0509752","2021-06-01 00:00:00","1908.7734375"
1,26,"-37.71828652","145.0509752","2021-06-01 00:00:00","1635.4453125"
1,21,"-37.71828652","145.0509752","2021-06-01 00:00:00","1456.05859375"
1,32,"-37.71828652","145.0509752","2021-06-01 00:00:00","1433.90234375"
1,39,"-37.71828652","145.0509752","2021-06-01 00:00:00","1424.14453125"
5,42,"-36.38031889","145.4062897","2021-06-01 00:00:00","1324.921875"
1,35,"-37.71828652","145.0509752","2021-06-01 00:00:00","1239.46484375"
1,34,"-37.71828652","145.0509752","2021-06-01 00:00:00","954.5390625"
1,16,"-37.71828652","145.0509752","2021-06-01 00:00:00","575.517578125"
1,29,"-37.71828652","145.0509752","2021-06-01 00:00:00","560.8603515625"
1,28,"-37.71828652","145.0509752","2021-06-01 00:00:00","520.8466796875"
2,5,"-36.11120917","146.8486788","2021-06-01 00:00:00","429.71484375"
2,4,"-36.11120917","146.8486788","2021-06-01 00:00:00","408.171875"
3,9,"-36.77885832","144.3012321","2021-06-01 00:00:00","404.89453125"
1,27,"-37.71828652","145.0509752","2021-07-01 00:00:00","23798.25"
3,11,"-36.77885832","144.3012321","2021-07-01 00:00:00","20691.875"
1,25,"-37.71828652","145.0509752","2021-07-01 00:00:00","20144"
1,19,"-37.71828652","145.0509752","2021-07-01 00:00:00","9785.984375"
1,18,"-37.71828652","145.0509752","2021-07-01 00:00:00","8429.796875"
4,41,"-34.20528877","142.166556","2021-07-01 00:00:00","6995.6875"
3,8,"-36.77885832","144.3012321","2021-07-01 00:00:00","5775.0546875"
3,6,"-36.77885832","144.3012321","2021-07-01 00:00:00","5720.7421875"
2,1,"-36.11120917","146.8486788","2021-07-01 00:00:00","5383.75"
1,24,"-37.71828652","145.0509752","2021-07-01 00:00:00","4766.2890625"
1,33,"-37.71828652","145.0509752","2021-07-01 00:00:00","4438.1015625"
1,15,"-37.71828652","145.0509752","2021-07-01 00:00:00","4363.7265625"
1,31,"-37.71828652","145.0509752","2021-07-01 00:00:00","4015.34375"
1,20,"-37.71828652","145.0509752","2021-07-01 00:00:00","3887.9765625"
2,2,"-36.11120917","146.8486788","2021-07-01 00:00:00","3510.4375"
1,40,"-37.71828652","145.0509752","2021-07-01 00:00:00","3437.71875"
1,22,"-37.71828652","145.0509752","2021-07-01 00:00:00","3210.5859375"
2,3,"-36.11120917","146.8486788","2021-07-01 00:00:00","3159.78125"
3,7,"-36.77885832","144.3012321","2021-07-01 00:00:00","2747.34375"
3,12,"-36.77885832","144.3012321","2021-07-01 00:00:00","2735.8125"
1,23,"-37.71828652","145.0509752","2021-07-01 00:00:00","2620.3828125"
1,38,"-37.71828652","145.0509752","2021-07-01 00:00:00","2464.671875"
3,13,"-36.77885832","144.3012321","2021-07-01 00:00:00","2265.4375"
1,37,"-37.71828652","145.0509752","2021-07-01 00:00:00","2259.9609375"
1,17,"-37.71828652","145.0509752","2021-07-01 00:00:00","2238.39453125"
1,36,"-37.71828652","145.0509752","2021-07-01 00:00:00","2160.79296875"
3,10,"-36.77885832","144.3012321","2021-07-01 00:00:00","2081.84375"
1,30,"-37.71828652","145.0509752","2021-07-01 00:00:00","2047.875"
1,26,"-37.71828652","145.0509752","2021-07-01 00:00:00","1798.62890625"
1,21,"-37.71828652","145.0509752","2021-07-01 00:00:00","1648.8203125"
1,39,"-37.71828652","145.0509752","2021-07-01 00:00:00","1569.8125"
1,32,"-37.71828652","145.0509752","2021-07-01 00:00:00","1569.7578125"
1,35,"-37.71828652","145.0509752","2021-07-01 00:00:00","1367.12890625"
5,42,"-36.38031889","145.4062897","2021-07-01 00:00:00","1281.890625"
1,34,"-37.71828652","145.0509752","2021-07-01 00:00:00","1023.509765625"
1,14,"-37.71828652","145.0509752","2021-07-01 00:00:00","656.8203125"
1,29,"-37.71828652","145.0509752","2021-07-01 00:00:00","655.0595703125"
1,16,"-37.71828652","145.0509752","2021-07-01 00:00:00","644.212890625"
1,28,"-37.71828652","145.0509752","2021-07-01 00:00:00","591.7578125"
3,9,"-36.77885832","144.3012321","2021-07-01 00:00:00","434.78125"
2,4,"-36.11120917","146.8486788","2021-07-01 00:00:00","403.65234375"
2,5,"-36.11120917","146.8486788","2021-07-01 00:00:00","400.04296875"
3,11,"-36.77885832","144.3012321","2021-08-01 00:00:00","38197.84375"
1,27,"-37.71828652","145.0509752","2021-08-01 00:00:00","34894.5"
1,25,"-37.71828652","145.0509752","2021-08-01 00:00:00","29526.5"
1,19,"-37.71828652","145.0509752","2021-08-01 00:00:00","14784.34375"
1,18,"-37.71828652","145.0509752","2021-08-01 00:00:00","12821.296875"
4,41,"-34.20528877","142.166556","2021-08-01 00:00:00","11038.125"
3,6,"-36.77885832","144.3012321","2021-08-01 00:00:00","10538.578125"
3,8,"-36.77885832","144.3012321","2021-08-01 00:00:00","10369.34375"
2,1,"-36.11120917","146.8486788","2021-08-01 00:00:00","8956.4375"
1,24,"-37.71828652","145.0509752","2021-08-01 00:00:00","6841.4453125"
2,2,"-36.11120917","146.8486788","2021-08-01 00:00:00","6458.5625"
1,33,"-37.71828652","145.0509752","2021-08-01 00:00:00","6449.1328125"
1,15,"-37.71828652","145.0509752","2021-08-01 00:00:00","6382.734375"
1,20,"-37.71828652","145.0509752","2021-08-01 00:00:00","5916.7734375"
3,13,"-36.77885832","144.3012321","2021-08-01 00:00:00","5915.84375"
1,31,"-37.71828652","145.0509752","2021-08-01 00:00:00","5789.875"
2,3,"-36.11120917","146.8486788","2021-08-01 00:00:00","5503"
3,12,"-36.77885832","144.3012321","2021-08-01 00:00:00","5313.40625"
3,7,"-36.77885832","144.3012321","2021-08-01 00:00:00","5280.65625"
1,40,"-37.71828652","145.0509752","2021-08-01 00:00:00","5076.6328125"
1,14,"-37.71828652","145.0509752","2021-08-01 00:00:00","4863.0625"
1,22,"-37.71828652","145.0509752","2021-08-01 00:00:00","4689.6484375"
1,23,"-37.71828652","145.0509752","2021-08-01 00:00:00","4031.4375"
1,38,"-37.71828652","145.0509752","2021-08-01 00:00:00","3939.1015625"
3,10,"-36.77885832","144.3012321","2021-08-01 00:00:00","3625.28125"
1,37,"-37.71828652","145.0509752","2021-08-01 00:00:00","3382.91015625"
1,36,"-37.71828652","145.0509752","2021-08-01 00:00:00","3382.11328125"
1,17,"-37.71828652","145.0509752","2021-08-01 00:00:00","3264.890625"
1,30,"-37.71828652","145.0509752","2021-08-01 00:00:00","2970.65234375"
1,26,"-37.71828652","145.0509752","2021-08-01 00:00:00","2651.03515625"
1,21,"-37.71828652","145.0509752","2021-08-01 00:00:00","2629.859375"
1,39,"-37.71828652","145.0509752","2021-08-01 00:00:00","2390.9921875"
5,42,"-36.38031889","145.4062897","2021-08-01 00:00:00","2382.390625"
1,32,"-37.71828652","145.0509752","2021-08-01 00:00:00","2310.16015625"
1,35,"-37.71828652","145.0509752","2021-08-01 00:00:00","2100.8828125"
1,34,"-37.71828652","145.0509752","2021-08-01 00:00:00","1545.94921875"
1,16,"-37.71828652","145.0509752","2021-08-01 00:00:00","1090.279296875"
1,29,"-37.71828652","145.0509752","2021-08-01 00:00:00","901.197265625"
1,28,"-37.71828652","145.0509752","2021-08-01 00:00:00","882.498046875"
3,9,"-36.77885832","144.3012321","2021-08-01 00:00:00","783.6796875"
2,5,"-36.11120917","146.8486788","2021-08-01 00:00:00","718.35546875"
2,4,"-36.11120917","146.8486788","2021-08-01 00:00:00","688.6484375"
3,11,"-36.77885832","144.3012321","2021-09-01 00:00:00","53101.53125"
1,27,"-37.71828652","145.0509752","2021-09-01 00:00:00","50397.3125"
1,25,"-37.71828652","145.0509752","2021-09-01 00:00:00","40665.625"
